epoch,train_loss,train_acc,val_loss,val_acc
1,4.66018028348287,0.010733333333333333,4.614598545074463,0.0124
2,4.60986981455485,0.010622222222222222,4.569423442459106,0.0114
3,4.509751919195387,0.02,4.343030046844483,0.0378
4,4.190456966675653,0.05191111111111111,4.075997507667542,0.0682
5,3.997809569835663,0.07855555555555556,3.8973229122161865,0.0904
6,3.8215361761516995,0.10275555555555556,3.6686472599983215,0.1248
7,3.689886215941111,0.12717777777777778,3.693570975971222,0.1294
8,3.600801361380683,0.14022222222222222,3.5482558453559876,0.1468
9,3.5373485198020935,0.15182222222222222,3.447741461658478,0.1648
10,3.4823988985432517,0.1615111111111111,3.4363162546157837,0.1614
11,3.3316859402974446,0.1908,3.250526765823364,0.1996
12,3.300783797428343,0.19566666666666666,3.2389734869003295,0.2042
13,3.27944519349734,0.20204444444444444,3.2178703877449037,0.2126
14,3.27186098540624,0.20271111111111112,3.19966260843277,0.2088
15,3.252293537203471,0.2058888888888889,3.19210349149704,0.2136
16,3.244399705081516,0.2063111111111111,3.1825826831817627,0.218
17,3.231196411005656,0.20966666666666667,3.169740297603607,0.2194
18,3.2244434322304194,0.2119111111111111,3.15327582449913,0.2174
19,3.2098756870375738,0.21324444444444443,3.1475545144557953,0.219
20,3.2032682429737513,0.2137777777777778,3.1289220925807952,0.2218
