epoch,train_loss,train_acc
1,2.7826115973154706,0.29866666663275826
2,1.8459084546407063,0.48366666661241314
3,1.517607492849562,0.5629777777167426
4,1.2991812576929729,0.621244444390191
5,1.1206035562303331,0.6654666666395399
6,0.9700466528150771,0.7060444444037544
7,0.8328016468789843,0.7434444444580078
8,0.712132411204444,0.7785555555555556
9,0.6022107089996338,0.8113111110975477
10,0.5119879570113288,0.8354666666666667
11,0.4195795417414771,0.8654444444037543
12,0.345075080871582,0.8885555555284288
13,0.2773453032599555,0.9093111110432943
14,0.22587050047980414,0.9251111111111111
15,0.17648312142160202,0.9424222222086589
