epoch,train_loss,train_acc
1,2.734910644234551,0.3086222221883138
2,1.8386019439697265,0.4869555555080837
3,1.5189880982293023,0.5631999999593099
4,1.2986084235297308,0.6194666666666667
5,1.1277447178310818,0.6631111110500759
6,0.9698880390485127,0.7073555555419923
7,0.8380544054879082,0.7410666666395399
8,0.7167431988080343,0.7771777776692708
9,0.6102878924581739,0.8067555554470486
10,0.5105104855537415,0.8365333332926432
11,0.4318364658302731,0.8619999999186199
12,0.35181303015814885,0.8861555555148655
13,0.2910984403292338,0.9042888887939452
14,0.2391467970450719,0.9214222221272785
15,0.19353557923105028,0.9365555555419922
16,0.16777184375656976,0.9452888888075087
