epoch,train_loss,train_acc
1,2.7245511181725397,0.31164444440375433
2,1.8037508971532186,0.4939333333129883
3,1.497737161954244,0.5691333333129883
4,1.2834305146959093,0.6236222222018772
5,1.0982621750301784,0.6741111111246745
6,0.9476273028267754,0.7133333333129883
7,0.8104754135025872,0.7471555555419922
8,0.6940030482292175,0.7832666666666667
9,0.590792302163442,0.8120888888617622
10,0.4849608642101288,0.8450888888210721
11,0.4036357628504435,0.8695333333333334
12,0.33274209629694623,0.8932444443766276
13,0.2621941053973304,0.9136222221137152
14,0.20755602244271174,0.9314222221950955
15,0.17304769445260365,0.9434444444173178
16,0.1369739896244473,0.9546222222222223
