epoch,train_loss,train_acc
1,4.267774075995551,0.028533333333333334
2,3.945755333879259,0.04986666666666666
3,3.66663437216017,0.07831111111111111
4,3.4842992927975125,0.09853333333333333
5,3.3322471466912162,0.12226666666666666
6,3.1776964549594457,0.1461111111111111
7,3.0411253975762262,0.16886666666666666
8,2.9257274998982745,0.194
9,2.797841741095649,0.2179111111111111
10,2.677391912587484,0.24417777777777777
11,2.5900540957132976,0.2604
12,2.4907330471038818,0.2799333333333333
13,2.3999609765794543,0.30435555555555555
14,2.3041549253463747,0.32624444444444445
15,2.213825118425157,0.34924444444444447
16,2.1247434537887573,0.369
17,2.0356173177931045,0.39
18,1.9434304817199708,0.4149111111111111
19,1.862363582865397,0.43646666666666667
20,1.7572575398339165,0.4651111111111111
21,1.6736203756756252,0.4895555555555556
22,1.5883130838288202,0.5096
23,1.4783118898921543,0.5424888888888889
24,1.3718194559839036,0.5731555555555555
25,1.2688572069591946,0.6032444444444445
26,1.1847377355469597,0.6295555555555555
27,1.0719061894310846,0.6602666666666667
28,0.9797171735869513,0.6902222222222222
29,0.8853651161405776,0.7157777777777777
