epoch,train_loss,train_acc
1,2.7429089658101398,0.30366666664632164
2,1.834640011935764,0.4853333332926433
3,1.518250730366177,0.5650222221883139
4,1.2981378797743055,0.6170888887939453
5,1.1091986319859823,0.6680444443495008
6,0.9706401109907362,0.7050666665581597
7,0.8319438135147095,0.7421111111111112
8,0.7053826697985331,0.7792222222222223
9,0.5956300262239245,0.8125333332248263
10,0.5003846728006999,0.8403777777777778
11,0.40685155232747394,0.8691111111111111
12,0.34150951811207664,0.8899333332383896
13,0.27327049898571437,0.9109999999186199
14,0.21712242516941493,0.9289111110161674
15,0.17455276809268527,0.9424222221815322
16,0.14433061559730107,0.9529555555419922
