epoch,train_loss,train_acc
1,2.717318838967217,0.3149111110772027
2,1.8185279904259575,0.4932666666191948
3,1.5018344921959772,0.5664222221815322
4,1.2888321815490722,0.6207777777913411
5,1.1104454566955566,0.667955555460612
6,0.9653628152635363,0.7053111110568576
7,0.8225759451124404,0.745577777709961
8,0.7043185869905684,0.7779999999457465
9,0.588918916299608,0.8145333332383897
10,0.49399577208624945,0.8419999999864366
11,0.4167423710372713,0.865711111029731
12,0.33292622702916463,0.8905999999728733
13,0.27487979612350466,0.9090888888075087
14,0.2238331711080339,0.9259111110161674
15,0.18048007870780097,0.9408888888617621
16,0.13860042894946203,0.9547111110839844
17,0.11845983048544989,0.9604444444173177
18,0.09648600388367971,0.9682666665988499
