epoch,train_loss,train_acc
1,2.7514831646813285,0.3088666666666667
2,1.8286300821092394,0.48542222221544057
3,1.5153570560031466,0.5645333332383897
4,1.2901561529371472,0.619488888821072
5,1.113451638179355,0.6665555555013021
6,0.9597204315185547,0.7077333332790798
7,0.8260588632583619,0.74393333331977
8,0.7045295341067844,0.7791999999728733
9,0.5949156244913737,0.8103999999321833
10,0.4967840041107602,0.8396444443766277
11,0.4112334496974945,0.8676222221679688
12,0.3373950242784288,0.890644444390191
13,0.2720798663351271,0.9108
14,0.22238710300392575,0.9266666665852865
15,0.1794625809152921,0.9413999999321833
16,0.13936092256440058,0.9541111110432944
17,0.11300535779529147,0.9633111110975477
