epoch,train_loss,train_acc
1,2.7084312604904173,0.3114444444240994
2,1.8069055173026192,0.4925777777235243
3,1.5000112002478705,0.5692444444308811
4,1.2751303976270887,0.6240888888685439
5,1.1039323981814915,0.6702222221544054
6,0.9543206785837809,0.7099111110161676
7,0.8108606460147434,0.7494
8,0.6956655837059021,0.7829999999864367
9,0.5819523991054959,0.8153333332655166
10,0.48243336870405407,0.8451999999186198
11,0.4013421891795264,0.8701555554470486
12,0.32734755874209936,0.8925999999728733
13,0.26373970193862917,0.9143555554606119
14,0.21628729327519736,0.928111111070421
15,0.17073585724830628,0.9439555555555555
