epoch,train_loss,train_acc
1,2.72021862932841,0.31128888885498046
2,1.8245420543034871,0.49051111109076606
3,1.5082642867194282,0.5674222221544054
4,1.2884779600991143,0.6230444444173178
5,1.1125731850518121,0.6691555555691189
6,0.9615128920237224,0.7070666666124131
7,0.8245543633460999,0.7465555554877388
8,0.7063521093792385,0.7789555554877388
9,0.5960711898909675,0.8120222221408421
10,0.49514966208140054,0.8421555555284288
11,0.4065731141779158,0.8689111110432943
12,0.33349755601882936,0.892711111029731
13,0.2774500972641839,0.908244444390191
14,0.21628133335113525,0.9300444443630643
15,0.17201032786369325,0.9439777776692708
16,0.1431087330420812,0.952399999891493
