epoch,train_loss,train_acc
1,3.8078476589626735,0.07302222222222222
2,2.9603313417222763,0.19828888888888888
3,2.51871030315823,0.29686666666666667
4,2.193875155046251,0.3776
5,1.9262393676545886,0.44126666666666664
6,1.706281461376614,0.5016
7,1.5211842385821872,0.5537333333333333
8,1.3595444954342313,0.6034666666666667
9,1.2321510868496366,0.6375111111111111
10,1.1183221576982074,0.6703111111111111
11,0.9879811012162103,0.7102666666666667
12,0.877231041985088,0.7409333333333333
13,0.8252933320257398,0.7600666666666667
14,0.7556512550883823,0.7792666666666667
15,0.6768467917336358,0.8056222222222222
16,0.6382386039415995,0.8155777777777777
17,0.5222800141440498,0.8457555555555556
18,0.4855894083764818,0.8574888888888889
19,0.45518259372711184,0.8688666666666667
20,0.40219074624801676,0.8837333333333334
