epoch,train_loss,train_acc
1,2.722658992131551,0.3143777777370877
2,1.8059981927447848,0.4963555555419922
3,1.5039859872606065,0.5684444444173178
4,1.285083264986674,0.6233555555148655
5,1.1087005631340874,0.6693111110500759
6,0.9545112401326498,0.7111555554741753
7,0.8135018168449402,0.7494444444037544
8,0.6923627346568637,0.7842222221950955
9,0.5907505086316003,0.8133111110432943
10,0.4969399642944336,0.8411111110432944
11,0.4095172033945719,0.8674222221137152
12,0.33829589765336776,0.8900666666124133
13,0.27740145450698006,0.9095777776963977
14,0.2328631519264645,0.9231777776692708
15,0.190601756117079,0.938866666571723
16,0.1557301385747062,0.9482222221815322
17,0.13803297390407987,0.9554444444308811
