epoch,train_loss,train_acc
1,2.7064113032870822,0.3132222222018772
2,1.8129989386876424,0.492866666659885
3,1.4998628095626831,0.5696444444105361
4,1.2835558584637112,0.6253555555691189
5,1.1034974377950033,0.6680666666124132
6,0.9466801099777221,0.7125999999728733
7,0.8168784862942166,0.749777777709961
8,0.6907154522365994,0.7813777777370877
9,0.5880651034037272,0.8136888888075088
10,0.4794836211098565,0.8476444443359374
11,0.40319354827139114,0.8696666666124132
12,0.3260827440155877,0.8936222222222222
13,0.25857720470958284,0.9146888888617621
14,0.21627746322419908,0.9293333333333333
15,0.17758302971257103,0.9412222221272786
16,0.13734820683532292,0.9545333332383897
17,0.11072355423768361,0.9637999999050564
18,0.0909688148657481,0.9712666665988499
