epoch,train_loss,train_acc
1,633873.2180987638,0.00968888888888889
2,755699.3698839364,0.009466666666666667
3,300.39862403640745,0.009022222222222221
4,959175.2749446309,0.009822222222222222
5,310284967.71229494,0.009644444444444445
6,18365211264.6078,0.01
7,9561672.883271735,0.008911111111111111
8,9713.052187896898,0.009666666666666667
9,974913.0581676717,0.009777777777777778
10,207549041634.825,0.00968888888888889
11,350624158.5012754,0.009133333333333334
12,5832224.984208828,0.009022222222222221
13,43403.25254901081,0.009244444444444444
14,206046.94432883285,0.009422222222222222
15,89996417.64910476,0.0096
16,57353.69239861586,0.009466666666666667
17,128474423673.187,0.009022222222222221
18,379906488787.0905,0.009
19,11284908.973165313,0.009022222222222221
20,420092.6972972649,0.009844444444444444
21,6897328.497842031,0.009333333333333334
22,559313.7012498499,0.009755555555555556
23,7994815.053788696,0.009955555555555556
24,182486036.25845942,0.009333333333333334
25,1339790.4131338508,0.0092
26,203655.16899073825,0.009866666666666666
27,880399.8545093127,0.009177777777777778
28,911328.2775323588,0.009488888888888889
