epoch,train_loss,train_acc
1,3.213420516077677,0.231
2,2.0603348513921103,0.4472888888549805
3,1.5845259156968858,0.5616888888549805
4,1.262061226717631,0.6387333333129883
5,1.0091213575998943,0.7066222221679688
6,0.8020864531411065,0.7617333332655165
7,0.6342566082530552,0.8078
8,0.516107195631663,0.8415999999321833
9,0.41409739904403686,0.872111111070421
10,0.3291495987680223,0.8978888887803819
11,0.24657881107330323,0.9235111110297309
12,0.20144283559587267,0.9358888887803819
13,0.1789409008608924,0.9479333333062067
14,0.12904315712187026,0.9596222221272785
15,0.09465078282356262,0.9710444443630644
