epoch,train_loss,train_acc
1,2.725524327935113,0.30913333328586157
2,1.8246469753689236,0.4887555555691189
3,1.504725486840142,0.5661111110772027
4,1.286812593989902,0.6201333332383898
5,1.1175459806230332,0.666088888821072
6,0.9661527220831977,0.7067777777235242
7,0.8352681165589226,0.7440222221679688
8,0.7149892074161106,0.7774666666531033
9,0.6095825937483046,0.8083999999050564
10,0.5099954592598809,0.8375111110568577
11,0.4325061545372009,0.8631999999050564
12,0.35420365001890397,0.8859555555284289
13,0.2857252410729726,0.9070444443359374
14,0.23650670869615342,0.9231555554606119
15,0.19152074317799675,0.9386444444308811
16,0.15259662614398534,0.9509999999050563
