epoch,train_loss,train_acc
1,2.712181046666039,0.32155555555555554
2,1.7678204781426323,0.5137111111111111
3,1.3723650500827365,0.6088888888888889
4,1.0668299864027235,0.6886666666666666
5,0.9561369426091512,0.7218888888888889
6,0.69943040983412,0.7886666666666666
7,0.5556045232640372,0.8299111111111112
8,0.4364857112195757,0.8659555555555556
9,0.3454014071173138,0.8922222222222222
10,0.30331387672225635,0.9054666666666666
11,0.23313382819261816,0.9275555555555556
12,0.19912129577530754,0.9395333333333333
13,0.16053190846145152,0.9504
14,0.12294042676157421,0.9622888888888889
15,0.3340479158951177,0.9161333333333334
16,0.09603901551365852,0.9695555555555555
17,0.06044104697008928,0.9816444444444444
