epoch,train_loss,train_acc
1,3.4878888260735406,0.22015555550808377
2,2.1611137624104817,0.442177777730306
3,1.6844994183010524,0.5445111110975478
4,1.3748190597322252,0.61899999995931
5,1.1438587743759154,0.67806666663954
6,0.9425753437042236,0.7351555554945205
7,0.7650993655310737,0.788777777709961
8,0.6150115523868137,0.8320888888481989
9,0.48634380503760444,0.8734222221408421
10,0.38030349973572625,0.9078444443359375
11,0.2947913731045193,0.9339999999593099
12,0.22833073604371812,0.953844444390191
13,0.18055378113322787,0.9671333332519532
14,0.1405770226796468,0.9769777776963976
15,0.11612477980454763,0.9821555554877388
16,0.09482768790192074,0.9877777777642144
17,0.07778777559068469,0.9909111110432943
