epoch,train_loss,train_acc
1,3.4657015161302356,0.22344444439019098
2,2.1510025229560004,0.4472888888888889
3,1.678531801562839,0.5457999999457465
4,1.367747649553087,0.6201333332722981
5,1.1410600537406073,0.6814444443834092
6,0.9384796800401476,0.7349777777506511
7,0.7644050815370348,0.78893333331977
8,0.6095895924144321,0.8347777776963976
9,0.4867946155071258,0.8737555554470485
10,0.37442513739267985,0.9079777777642144
11,0.2907741714424557,0.93579999995931
12,0.22567385705312093,0.9545333332926432
13,0.17286160543759663,0.9682666665581596
14,0.1402830515490638,0.9764666666531033
15,0.11317252011828953,0.983377777750651
16,0.09435235104295943,0.9871333333197699
