epoch,train_loss,train_acc
1,3.469720405493842,0.22175555555555557
2,2.1435956159803604,0.44479999998643666
3,1.6658590122646755,0.5451333332926432
4,1.3643107915030586,0.6219777777642144
5,1.1326179113811916,0.6838666665717231
6,0.9268626670307584,0.7417111110432943
7,0.7531011335055033,0.7919999999593099
8,0.6088117923312717,0.8359333332383897
9,0.4779837960879008,0.8772666666259766
10,0.37712573335435656,0.9079999999728733
11,0.2905157054848141,0.9344666665717231
12,0.22212565849092272,0.9556444444037544
13,0.175263907066981,0.9682666665988499
14,0.13458742543591393,0.9784222221408421
15,0.11123107591205172,0.9822444443495008
16,0.09326443204349942,0.9869333332519532
17,0.07681391546461318,0.9906888888210721
