epoch,train_loss,train_acc
1,3.462664728969998,0.22108888887871636
2,2.1537492459403142,0.44255555552164716
3,1.6721922919591268,0.5474222221883138
4,1.3732364692899917,0.6187777777574327
5,1.1353438439687094,0.6826444444173178
6,0.9327641448126899,0.7364888888617622
7,0.7567887571970622,0.7912666666531033
8,0.6033220079633924,0.8370444444173177
9,0.4763159514533149,0.8766888888753255
10,0.37140910222795276,0.9105777776692707
11,0.28069945974349975,0.9373999999186199
12,0.21762644950548807,0.9562444444173177
13,0.16686192355685764,0.9693111110975478
14,0.12894015171262954,0.9791333333197699
15,0.10475465797848171,0.9846666666124132
16,0.08637253596782685,0.9882222221272786
