epoch,train_loss,train_acc
1,3.418749478064643,0.23213333332655164
2,2.119041902287801,0.4535111110839844
3,1.6474943960189818,0.5539111110839844
4,1.3501747925652399,0.6264222221544054
5,1.1164458092795477,0.6872888888685439
6,0.9122285152541266,0.7452888888617621
7,0.7393634413295322,0.795222222140842
8,0.5936825388272603,0.8411999999457466
9,0.4634259194691976,0.8809999999457466
10,0.36033305038876,0.9141999999864366
11,0.2780968743430244,0.9395777777235244
12,0.2113092734919654,0.9584444444037544
13,0.1664173983918296,0.9696666665852866
14,0.13447073356310527,0.9788666665988499
15,0.10917919254302978,0.9839555554470486
