epoch,train_loss,train_acc
1,3.4617922417958575,0.22495555551486546
2,2.152547730806139,0.44615555552164715
3,1.6754199086931016,0.5462444444240994
4,1.3725418621910943,0.6198222221815322
5,1.1417948617829217,0.6788222221815322
6,0.9399990396923489,0.7385555555013021
7,0.7643048851860894,0.7892222222222223
8,0.6141102917353313,0.8349999999186198
9,0.4826344306521946,0.8777333332519532
10,0.38098486534754433,0.9071777777777777
11,0.29739769260088605,0.9327555555013022
12,0.23025338169203866,0.953199999891493
13,0.18216701930893792,0.9662666665852865
14,0.1450001924832662,0.9761333332926433
15,0.11413969206280178,0.9843999999321832
16,0.09411656877994537,0.9880444443495008
