epoch,train_loss,train_acc
1,3.437711052407159,0.23011111108398435
2,2.1290235738754273,0.4501333332858615
3,1.6587596161736382,0.5518888888888889
4,1.356484188715617,0.6240666666259767
5,1.1221884772724575,0.6830444444444445
6,0.9245331752353244,0.7408666666531033
7,0.7531532788064744,0.7916222221679688
8,0.6024231362024943,0.8406888888617622
9,0.4724983376344045,0.879444444390191
10,0.3671057594034407,0.9133555555148655
11,0.2837672407892015,0.9380666665852866
12,0.22115594227049085,0.9559333332926433
13,0.17188001922501459,0.9695555554470485
14,0.13422543666097853,0.9787333332655166
15,0.11059737191730075,0.9844666665852866
16,0.09074202186001672,0.9881111110297309
17,0.07293440016773012,0.9920666665988499
