epoch,train_loss,train_acc
1,2.5211494874742297,0.3581777777370877
2,1.6019367431004843,0.5504222222222223
3,1.2287081304762097,0.64166666663954
4,0.9902249964820015,0.7014222221950955
5,0.7769331091033088,0.7602888887939453
6,0.6126532259835137,0.8080444443495008
7,0.47296948958502877,0.849377777750651
8,0.3743513323465983,0.8783777777506511
9,0.2752699635293749,0.9099333332790799
10,0.20048903675079346,0.9361111110568577
11,0.13870376637776693,0.95706666663954
12,0.08983289064301385,0.9729333332383897
13,0.05562799230217934,0.9854666665988498
14,0.029162686547968122,0.9931111110975478
