epoch,train_loss,train_acc
1,3.4302969836764867,0.22973333331976997
2,2.139828781890869,0.4473555555352105
3,1.6682262993918524,0.5468444444308811
4,1.3762068975872463,0.6194222221544053
5,1.1476259475072226,0.6774222221272787
6,0.953504100004832,0.731511111029731
7,0.7843726941744487,0.7816666666666666
8,0.6336233986960517,0.8296888887939452
9,0.5095352267159357,0.8684444444037543
10,0.4018723191155328,0.9011999999728733
11,0.31610051267411976,0.9275555554470486
12,0.24630269136958652,0.9485555554470485
13,0.19358031208515167,0.9648222221950955
14,0.15681297382248774,0.9732888888075087
15,0.12483706890212165,0.9812888888075088
16,0.10095035660531786,0.9858666666666667
17,0.08149306107097203,0.990577777709961
