epoch,train_loss,train_acc
1,3.4486870031144883,0.2281777777642144
2,2.139895699395074,0.45104444444444447
3,1.662798303773668,0.5496666666259766
4,1.3668902494430542,0.6227555555080837
5,1.129680151240031,0.6836666666056315
6,0.9367559625201755,0.7351777777370877
7,0.7632789212968615,0.788511111070421
8,0.6105884546597798,0.8346666665988499
9,0.4872274165577359,0.8764222221137152
10,0.37624525464375813,0.9090888888481988
11,0.2935436364279853,0.934644444390191
12,0.22265245831277636,0.9550888887803819
13,0.1742196775012546,0.9685555554606119
14,0.13781068050596448,0.9780444444308811
15,0.11198452988730537,0.9837111110568577
16,0.09061457663906945,0.9885555555555555
17,0.07745858805444505,0.9903777777642144
