epoch,train_loss,train_acc
1,3.4826188611772326,0.22111111108398437
2,2.1562127072228328,0.44484444442409943
3,1.6684154225243462,0.5474666666191949
4,1.3694900832070245,0.6199333333129883
5,1.1360787862565782,0.6797555555148654
6,0.9330205917358398,0.7374444444173177
7,0.7537562582333882,0.7923333333062066
8,0.6033457732942369,0.837644444430881
9,0.48087191756036546,0.873844444390191
10,0.37333368191189237,0.9075555555013022
11,0.2863350905842251,0.9356888888753255
12,0.2163179489877489,0.9573555554877388
13,0.16874590807755788,0.9697555554741755
14,0.13221052271260156,0.9790222221272786
15,0.10969303418795268,0.9844222221137152
16,0.08484496246178945,0.9894444443766277
