epoch,train_loss,train_acc
1,4.733813369284736,0.05119999999576145
2,3.7257128406100803,0.11324444443427192
3,3.367312279891968,0.17784444443427191
4,3.0920805714501274,0.22822222220526803
5,2.8788677954355877,0.26886666664293074
6,2.723636543189155,0.29822222221544054
7,2.6061528850131563,0.3218222221950955
8,2.5079874569786917,0.34222222221204973
9,2.4419551116519504,0.35995555551486547
10,2.3722607199350993,0.37408888886176217
11,2.3118092308044433,0.3850444443901909
12,2.2524427037556967,0.3986888888346354
13,2.2113710165659586,0.4118222222086589
14,2.1629723566267227,0.41893333332655164
15,2.1331255833095972,0.422866666659885
16,2.085383802880181,0.4378888888346354
17,2.055032374382019,0.4411555555555556
18,2.007107935418023,0.45459999996609163
19,1.9694644643571642,0.4624666666666667
20,1.9504806984795464,0.4666888888346354
21,1.9107633976406522,0.4761999999457465
22,1.8687839630762737,0.4878666666531033
23,1.8356177664015028,0.49493333331976996
24,1.79871104221344,0.5020888888753255
25,1.771308902253045,0.5090222221747503
26,1.7287695510016547,0.5203333333062066
27,1.6928310535642836,0.5280444444444444
28,1.6520516295539007,0.5393333333062066
29,1.6116647413889567,0.5459999999389649
30,1.5763728713353475,0.5553555554945204
31,1.531632962205675,0.5677555555284288
32,1.4937562654283312,0.5771777777370877
33,1.4540555011325413,0.5864444444376627
34,1.409571713786655,0.5958666666124132
35,1.365391333050198,0.6095111110907661
36,1.3211178623199462,0.6165999999457465
37,1.279130168914795,0.6304444444240994
38,1.2344736707263522,0.6429111110704211
39,1.1922394346661038,0.6541777777913411
