epoch,train_loss,train_acc
1,4.259530603451199,0.08653333333333334
2,3.630265432739258,0.14344444444444446
3,3.3799297288682726,0.18222222222222223
4,3.201807939698961,0.21322222222222223
5,2.944243072933621,0.26095555555555555
6,2.793251256306966,0.29131111111111113
7,2.641729624303182,0.3208666666666667
8,2.565333264456855,0.3343555555555556
9,2.4216907560984295,0.3659777777777778
10,2.3129493640475802,0.3881777777777778
11,2.2404390818277995,0.40428888888888886
12,2.2862970157199434,0.39393333333333336
13,2.286218240568373,0.3957777777777778
14,2.3059001881281533,0.3931777777777778
15,2.0627848397360906,0.4421333333333333
16,2.1667571450975207,0.4194888888888889
17,1.9489063821580674,0.4690666666666667
18,1.8156367010964287,0.49646666666666667
19,1.7069371375613742,0.5234888888888889
20,1.5997967502170138,0.5480444444444444
21,1.4312359701156616,0.5887333333333333
22,1.318457518725925,0.6160666666666667
23,1.2081733736673992,0.6430666666666667
24,1.0668543577194214,0.6813777777777777
25,0.9350493055343628,0.7173777777777778
26,0.8214999746746487,0.7476
27,0.6930368828879462,0.7875555555555556
28,0.5936642097102272,0.8151555555555555
29,0.4966611184967889,0.8475333333333334
30,0.4097997164885203,0.8748
