epoch,train_loss,train_acc
1,3.4735969671461318,0.22586666664632163
2,2.129722264904446,0.44984444443088106
3,1.6506463430616591,0.5519111110907661
4,1.3571582171122234,0.623822222161187
5,1.1180054093254936,0.6858888888278537
6,0.921719914510515,0.7408888888481988
7,0.7525684563318888,0.7923111110839844
8,0.6016106245040893,0.8376
9,0.47350843592749703,0.8786888888481988
10,0.36561567803488837,0.9132666665988499
11,0.28347000980377196,0.9371555555013021
12,0.22150508384174772,0.9560888888481989
13,0.17324525228076512,0.9688888888346354
14,0.13793938071462844,0.9777999999457466
15,0.11066589462757111,0.984377777709961
16,0.09128703023195267,0.9879555555555556
17,0.07408847066164016,0.9919111111111111
